# CB0 = 2.100000
# t /s, C /M, C /M, C /M
3685.405, 0.0000, -0.0000, 0.0000
3685.480, 0.0004, 0.0003, 0.0000
3685.555, 0.0002, 0.0001, 0.0001
3685.630, 0.0002, 0.0003, 0.0003
3685.705, 0.0002, -0.0000, 0.0003
3685.780, 0.0000, 0.0003, -0.0000
3685.855, 0.0002, 0.0001, 0.0003
3685.930, 0.0003, -0.0000, 0.0001
3686.005, 0.0002, 0.0002, 0.0000
3686.080, 0.0002, 0.0005, 0.0001
3686.155, -0.0000, 0.0004, 0.0005
3686.230, 0.0002, 0.0003, 0.0001
3686.305, 0.0003, 0.0003, 0.0006
3686.380, 0.0000, 0.0000, 0.0004
3686.455, -0.0003, 0.0001, 0.0005
3686.530, 0.0004, 0.0002, 0.0003
3686.605, -0.0002, 0.0004, -0.0001
3686.680, 0.0003, 0.0003, 0.0004
3686.755, 0.0004, -0.0001, 0.0002
3686.830, 0.0005, 0.0007, 0.0002
3686.905, -0.0001, 0.0004, 0.0003
3686.980, 0.0002, 0.0002, 0.0005
3687.055, 0.0002, 0.0003, 0.0001
3687.130, 0.0004, 0.0000, 0.0000
3687.205, -0.0000, 0.0006, -0.0001
3687.280, 0.0005, -0.0000, 0.0003
3687.355, 0.0002, 0.0003, 0.0001
3687.430, 0.0001, -0.0001, 0.0003
3687.505, 0.0004, 0.0001, 0.0001
3687.580, 0.0003, 0.0001, 0.0004
3687.655, 0.0002, 0.0003, -0.0001
3687.730, 0.0002, 0.0001, 0.0005
3687.805, 0.0002, 0.0004, 0.0001
3687.880, 0.0004, 0.0003, 0.0001
3687.955, 0.0003, 0.0003, 0.0004
3688.030, 0.0004, 0.0002, 0.0000
3688.105, 0.0003, 0.0002, 0.0001
3688.180, 0.0000, 0.0001, 0.0000
3688.255, 0.0002, 0.0003, -0.0001
3688.330, 0.0002, 0.0004, 0.0002
3688.405, 0.0000, -0.0001, 0.0004
3688.480, 0.0002, 0.0001, 0.0003
3688.555, 0.0002, 0.0004, 0.0005
3688.630, 0.0002, 0.0002, 0.0000
3688.705, 0.0006, 0.0002, 0.0002
3688.780, 0.0002, 0.0006, 0.0001
3688.855, -0.0001, 0.0001, -0.0000
3688.930, 0.0002, -0.0001, 0.0005
3689.005, 0.0005, 0.0002, 0.0001
3689.080, 0.0002, 0.0003, 0.0000
3689.155, 0.0006, 0.0003, 0.0002
3689.230, 0.0002, 0.0000, -0.0001
3689.305, 0.0004, 0.0000, 0.0004
3689.380, -0.0003, 0.0003, 0.0005
3689.455, 0.0002, 0.0001, 0.0000
3689.530, 0.0002, 0.0002, 0.0004
3689.605, 0.0003, 0.0001, 0.0002
3689.680, 0.0001, 0.0001, 0.0004
3689.755, 0.0001, 0.0001, 0.0003
3689.830, 0.0003, 0.0000, -0.0001
3689.905, -0.0001, 0.0003, 0.0002
3689.980, 0.0007, 0.0003, 0.0003
3690.055, 0.0005, 0.0003, -0.0002
3690.130, 0.0003, 0.0006, 0.0001
3690.205, 0.0001, 0.0001, 0.0002
3690.280, 0.0002, 0.0002, 0.0004
3690.355, 0.0003, 0.0005, 0.0001
3690.430, 0.0002, 0.0001, 0.0002
3690.505, 0.0002, 0.0004, 0.0006
3690.580, 0.0003, -0.0001, 0.0006
3690.655, 0.0004, -0.0001, 0.0002
3690.730, 0.0002, -0.0002, -0.0001
3690.805, 0.0004, 0.0004, 0.0006
3690.880, 0.0002, 0.0003, 0.0004
3690.955, -0.0001, 0.0002, 0.0003
3691.030, 0.0001, 0.0000, 0.0004
3691.105, -0.0000, 0.0002, 0.0004
3691.180, 0.0001, 0.0001, 0.0005
3691.255, 0.0001, 0.0003, 0.0004
3691.330, 0.0001, 0.0002, -0.0001
3691.405, 0.0002, 0.0001, 0.0004
3691.480, 0.0004, 0.0002, 0.0001
3691.555, 0.0003, 0.0002, -0.0000
3691.630, 0.0003, 0.0003, 0.0004
3691.705, -0.0003, 0.0004, -0.0000
3691.780, 0.0004, 0.0003, 0.0004
3691.855, 0.0003, 0.0003, 0.0005
3691.930, 0.0002, 0.0004, 0.0001
3692.005, 0.0001, 0.0002, 0.0003
3692.080, 0.0001, 0.0001, 0.0001
3692.155, -0.0001, 0.0005, 0.0004
3692.230, 0.0002, 0.0002, 0.0001
3692.305, 0.0001, -0.0001, 0.0002
3692.380, 0.0001, 0.0003, -0.0001
3692.455, 0.0005, 0.0002, -0.0002
3692.530, 0.0004, 0.0005, 0.0003
3692.605, 0.0002, -0.0000, 0.0002
3692.680, -0.0000, -0.0001, 0.0004
3692.755, 0.0006, 0.0002, 0.0001
3692.830, 0.0001, 0.0003, 0.0001
3692.905, 0.0006, 0.0004, 0.0000
3692.980, 0.0005, 0.0001, 0.0001
3693.055, 0.0003, 0.0003, 0.0000
3693.130, -0.0003, 0.0001, 0.0004
3693.205, 0.0007, 0.0002, 0.0002
3693.280, 0.0003, 0.0001, 0.0001
3693.355, 0.0008, 0.0004, 0.0001
3693.430, 0.0001, 0.0004, 0.0005
3693.505, 0.0005, 0.0000, 0.0000
3693.580, 0.0003, 0.0000, 0.0001
3693.655, 0.0002, 0.0003, -0.0001
3693.730, 0.0001, 0.0004, 0.0006
3693.805, 0.0003, 0.0002, -0.0001
3693.880, 0.0006, 0.0002, 0.0000
3693.955, 0.0002, 0.0002, 0.0000
3694.030, 0.0004, -0.0000, 0.0003
3694.105, 0.0003, -0.0000, -0.0002
3694.180, 0.0002, 0.0001, 0.0002
3694.255, 0.0001, 0.0004, 0.0002
3694.330, 0.0003, 0.0001, 0.0001
3694.405, 0.0005, 0.0002, 0.0002
3694.480, 0.0003, 0.0001, -0.0000
3694.555, 0.0004, 0.0006, 0.0004
3694.630, 0.0001, 0.0002, 0.0004
3694.705, 0.0000, -0.0002, 0.0003
3694.780, 0.0003, 0.0002, 0.0003
3694.855, 0.0002, 0.0005, 0.0001
3694.930, 0.0003, 0.0002, 0.0005
3695.005, 0.0004, 0.0005, 0.0005
3695.080, 0.0001, -0.0001, 0.0001
3695.155, 0.0004, 0.0001, 0.0000
3695.230, 0.0001, 0.0002, 0.0000
3695.305, 0.0001, 0.0005, 0.0003
3695.380, 0.0004, 0.0001, 0.0003
3695.455, 0.0003, 0.0001, 0.0003
3695.530, 0.0003, 0.0004, 0.0002
3695.605, 0.0003, 0.0005, 0.0004
3695.680, 0.0000, 0.0002, 0.0001
3695.755, 0.0000, -0.0000, 0.0003
3695.830, 0.0003, 0.0003, 0.0002
3695.905, 0.0002, -0.0001, 0.0005
3695.980, 0.0004, -0.0001, 0.0001
3696.055, 0.0003, 0.0000, 0.0003
3696.130, 0.0002, 0.0003, 0.0005
3696.205, 0.0004, -0.0002, 0.0003
3696.280, -0.0002, 0.0002, 0.0005
3696.355, -0.0000, 0.0001, 0.0004
3696.430, 0.0004, 0.0004, 0.0001
3696.505, 0.0004, 0.0003, -0.0001
3696.580, 0.0005, -0.0001, 0.0003
3696.655, 0.0002, -0.0001, -0.0000
3696.730, 0.0001, 0.0003, 0.0002
3696.805, 0.0005, 0.0002, 0.0004
3696.880, -0.0002, 0.0004, 0.0003
3696.955, 0.0004, 0.0001, 0.0003
3697.030, 0.0001, -0.0000, 0.0004
3697.105, 0.0003, -0.0001, 0.0001
3697.180, 0.0002, 0.0001, 0.0001
3697.255, 0.0004, 0.0003, 0.0004
3697.330, 0.0005, 0.0003, 0.0001
3697.405, 0.0003, 0.0006, 0.0000
3697.480, 0.0006, 0.0002, -0.0001
3697.555, 0.0001, 0.0001, 0.0002
3697.630, 0.0007, 0.0002, 0.0002
3697.705, 0.0002, 0.0000, 0.0005
3697.780, -0.0004, 0.0002, 0.0003
3697.855, 0.0003, 0.0003, 0.0003
3697.930, 0.0001, 0.0003, 0.0005
3698.005, -0.0001, 0.0002, 0.0001
3698.080, 0.0005, -0.0002, -0.0004
3698.155, 0.0004, -0.0002, 0.0004
3698.230, -0.0001, 0.0001, 0.0001
3698.305, 0.0005, -0.0001, -0.0000
3698.380, 0.0001, 0.0002, 0.0004
3698.455, -0.0001, 0.0003, 0.0004
3698.530, 0.0004, 0.0002, 0.0002
3698.605, 0.0003, 0.0005, -0.0002
3698.680, 0.0002, 0.0001, 0.0001
3698.755, 0.0005, -0.0002, -0.0000
3698.830, 0.0001, 0.0001, 0.0003
3698.905, 0.0000, 0.0004, 0.0003
3698.980, -0.0001, 0.0003, 0.0001
3699.055, 0.0004, 0.0001, 0.0001
3699.130, 0.0002, 0.0005, 0.0001
3699.205, -0.0001, 0.0002, 0.0002
3699.280, 0.0003, -0.0002, 0.0002
3699.355, 0.0000, 0.0005, 0.0001
3699.430, 0.0004, 0.0002, 0.0002
3699.505, 0.0000, 0.0003, 0.0003
3699.580, 0.0003, 0.0002, 0.0003
3699.655, 0.0001, 0.0005, 0.0000
3699.730, 0.0002, 0.0003, 0.0001
3699.805, 0.0004, 0.0002, 0.0001
3699.880, 0.0003, 0.0004, 0.0006
3699.955, 0.0003, -0.0003, 0.0000
3700.030, 0.0006, 0.0002, 0.0003
3700.105, 0.0001, -0.0001, 0.0005
3700.180, 0.0001, -0.0003, 0.0000
3700.255, 0.0003, 0.0001, -0.0001
3700.330, 0.0005, 0.0001, 0.0004
3700.405, 0.0000, 0.0002, 0.0003
3700.480, 0.0003, 0.0002, 0.0002
3700.555, 0.0003, 0.0000, 0.0005
3700.630, 0.0000, -0.0001, 0.0005
3700.705, -0.0000, -0.0000, 0.0000
3700.780, -0.0000, 0.0001, 0.0001
3700.855, -0.0000, 0.0005, 0.0004
3700.930, 0.0005, 0.0002, 0.0001
3701.005, 0.0003, 0.0002, 0.0003
3701.080, 0.0005, 0.0004, 0.0004
3701.155, 0.0001, 0.0000, -0.0000
3701.230, 0.0000, 0.0006, 0.0004
3701.305, -0.0000, 0.0005, -0.0002
3701.380, -0.0000, -0.0001, -0.0002
3701.455, 0.0002, 0.0000, 0.0002
3701.530, 0.0003, -0.0001, 0.0002
3701.605, 0.0005, -0.0002, 0.0004
3701.680, -0.0000, 0.0004, -0.0003
3701.755, 0.0002, 0.0000, -0.0003
3701.830, 0.0003, -0.0001, 0.0001
3701.906, 0.0003, 0.0001, 0.0004
3701.981, 0.0004, 0.0005, 0.0003
3702.056, 0.0005, 0.0000, 0.0002
3702.131, 0.0002, -0.0002, 0.0001
3702.206, 0.0004, 0.0004, 0.0002
3702.281, 0.0000, 0.0003, 0.0003
3702.356, 0.0005, 0.0004, 0.0002
3702.431, 0.0002, 0.0003, 0.0006
3702.506, -0.0002, 0.0001, 0.0004
3702.581, 0.0005, 0.0003, 0.0001
3702.656, 0.0001, 0.0004, 0.0002
3702.731, 0.0003, 0.0001, 0.0003
3702.806, 0.0002, 0.0002, 0.0005
3702.881, 0.0001, 0.0002, 0.0004
3702.956, 0.0003, 0.0001, 0.0001
3703.031, 0.0005, 0.0004, 0.0004
3703.106, 0.0001, 0.0002, 0.0005
3703.181, -0.0001, 0.0002, 0.0004
3703.256, 0.0001, 0.0005, 0.0003
3703.331, 0.0002, 0.0001, 0.0004
3703.406, 0.0003, 0.0002, 0.0004
3703.481, 0.0000, 0.0004, 0.0005
3703.556, 0.0004, 0.0005, 0.0002
3703.631, 0.0000, 0.0005, 0.0002
3703.706, 0.0002, 0.0002, 0.0003
3703.781, 0.0001, 0.0005, 0.0003
3703.856, 0.0004, -0.0000, -0.0000
3703.931, 0.0006, 0.0001, 0.0004
3704.006, -0.0001, 0.0002, 0.0000
3704.081, 0.0008, 0.0001, 0.0004
3704.156, -0.0000, 0.0001, 0.0003
3704.231, 0.0000, 0.0001, 0.0001
3704.306, 0.0003, 0.0002, 0.0002
3704.381, 0.0003, 0.0001, 0.0004
3704.456, 0.0001, 0.0003, 0.0006
3704.531, 0.0004, 0.0004, 0.0000
3704.606, 0.0000, 0.0001, -0.0000
3704.681, 0.0001, 0.0002, 0.0002
3704.756, 0.0002, 0.0001, 0.0000
3704.831, 0.0003, 0.0006, 0.0000
3704.906, 0.0002, 0.0004, 0.0001
3704.981, 0.0005, 0.0002, 0.0002
3705.056, 0.0003, 0.0003, 0.0006
3705.131, 0.0000, 0.0000, 0.0001
3705.206, 0.0003, 0.0003, 0.0000
3705.281, -0.0000, 0.0000, 0.0002
3705.356, 0.0005, 0.0003, 0.0002
3705.431, 0.0002, -0.0000, 0.0001
3705.506, 0.0006, 0.0001, 0.0002
3705.581, 0.0002, 0.0001, 0.0002
3705.656, 0.0001, 0.0003, 0.0001
3705.731, 0.0003, 0.0004, -0.0000
3705.806, 0.0004, 0.0004, 0.0002
3705.881, 0.0004, 0.0000, 0.0003
3705.956, -0.0000, 0.0004, 0.0001
3706.031, -0.0002, 0.0005, 0.0003
3706.106, -0.0001, -0.0002, 0.0001
3706.181, 0.0001, 0.0002, 0.0002
3706.256, 0.0004, 0.0001, 0.0003
3706.331, 0.0002, 0.0003, 0.0003
3706.406, 0.0002, 0.0002, 0.0002
3706.481, -0.0001, 0.0002, 0.0006
3706.556, 0.0001, 0.0002, 0.0003
3706.631, 0.0003, 0.0001, 0.0002
3706.706, 0.0002, 0.0002, 0.0002
3706.781, -0.0000, -0.0000, 0.0006
3706.856, 0.0002, 0.0002, -0.0001
3706.931, 0.0004, 0.0004, 0.0006
3707.006, 0.0004, 0.0000, 0.0005
3707.081, 0.0003, -0.0000, 0.0002
3707.156, -0.0000, 0.0002, 0.0001
3707.231, 0.0003, 0.0005, 0.0003
3707.306, 0.0002, -0.0001, 0.0004
3707.381, 0.0001, 0.0001, 0.0005
3707.456, 0.0005, 0.0002, -0.0000
3707.531, 0.0003, 0.0004, -0.0002
3707.606, 0.0005, 0.0004, 0.0004
3707.681, 0.0002, 0.0000, 0.0002
3707.756, 0.0000, 0.0001, 0.0001
3707.831, 0.0001, 0.0002, 0.0003
3707.906, 0.0004, 0.0001, 0.0006
3707.981, -0.0004, -0.0000, 0.0000
3708.056, 0.0004, 0.0003, 0.0004
3708.131, 0.0004, 0.0005, 0.0007
3708.206, 0.0003, 0.0001, 0.0002
3708.281, 0.0001, -0.0001, 0.0003
3708.356, 0.0006, 0.0003, 0.0004
3708.431, 0.0001, 0.0002, -0.0000
3708.506, -0.0001, 0.0002, 0.0004
3708.581, 0.0003, 0.0003, 0.0005
3708.656, -0.0001, 0.0001, 0.0001
3708.731, 0.0002, 0.0004, 0.0002
3708.806, 0.0002, 0.0004, 0.0000
3708.881, 0.0004, 0.0001, 0.0001
3708.956, 0.0003, 0.0000, 0.0003
3709.031, 0.0000, 0.0004, 0.0005
3709.106, 0.0005, -0.0002, 0.0004
3709.181, 0.0004, 0.0001, 0.0001
3709.256, -0.0002, 0.0004, 0.0006
3709.331, 0.0001, 0.0004, 0.0004
3709.406, 0.0002, 0.0001, 0.0004
3709.481, 0.0000, 0.0001, -0.0002
3709.556, -0.0002, 0.0002, 0.0001
3709.631, 0.0003, -0.0001, 0.0006
3709.706, 0.0001, 0.0001, -0.0002
3709.781, 0.0004, -0.0002, 0.0002
3709.856, -0.0000, -0.0001, 0.0001
3709.931, 0.0001, 0.0002, 0.0002
3710.006, 0.0003, 0.0002, 0.0000
3710.081, 0.0001, 0.0001, 0.0005
3710.156, 0.0003, 0.0001, 0.0002
3710.231, 0.0001, -0.0001, 0.0003
3710.306, 0.0002, 0.0003, 0.0002
3710.381, 0.0003, 0.0005, 0.0005
3710.456, -0.0000, 0.0002, 0.0002
3710.531, 0.0001, 0.0001, 0.0002
3710.606, 0.0002, 0.0001, 0.0003
3710.681, 0.0004, -0.0001, 0.0005
3710.756, 0.0003, 0.0002, -0.0001
3710.831, 0.0002, 0.0002, 0.0000
3710.906, 0.0002, 0.0002, 0.0004
3710.981, 0.0001, 0.0002, 0.0001
3711.056, 0.0005, 0.0004, 0.0001
3711.131, 0.0002, 0.0000, 0.0005
3711.206, 0.0002, 0.0003, 0.0002
3711.281, 0.0004, 0.0001, 0.0002
3711.356, 0.0004, 0.0002, 0.0002
3711.431, 0.0009, 0.0001, 0.0001
3711.506, 0.0004, 0.0004, 0.0002
3711.581, 0.0004, -0.0001, -0.0001
3711.656, 0.0002, 0.0005, 0.0004
3711.731, 0.0000, 0.0000, 0.0006
3711.806, 0.0001, 0.0002, -0.0000
3711.881, 0.0002, -0.0000, 0.0002
3711.956, 0.0002, -0.0001, 0.0002
3712.031, 0.0004, 0.0003, 0.0004
3712.106, 0.0005, 0.0003, -0.0000
3712.181, 0.0003, 0.0002, 0.0004
3712.256, 0.0001, 0.0005, 0.0002
3712.331, 0.0004, -0.0002, 0.0004
3712.406, 0.0001, 0.0003, 0.0005
3712.481, 0.0003, 0.0003, 0.0001
3712.556, 0.0005, 0.0001, 0.0009
3712.631, 0.0004, 0.0002, 0.0003
3712.706, 0.0002, 0.0000, 0.0002
3712.781, 0.0004, 0.0000, 0.0000
3712.856, 0.0003, 0.0005, 0.0003
3712.931, 0.0001, 0.0001, -0.0000
3713.006, 0.0002, -0.0001, 0.0002
3713.081, 0.0002, 0.0003, 0.0001
3713.156, 0.0005, -0.0001, 0.0002
3713.231, 0.0006, 0.0002, -0.0001
3713.306, -0.0002, 0.0004, 0.0003
3713.381, 0.0001, 0.0001, 0.0002
3713.456, 0.0002, 0.0001, -0.0000
3713.531, 0.0000, 0.0003, -0.0000
3713.606, 0.0004, 0.0002, 0.0002
3713.681, 0.0002, 0.0004, 0.0002
3713.756, 0.0003, -0.0001, -0.0000
3713.831, 0.0001, -0.0000, 0.0005
3713.906, 0.0000, 0.0002, -0.0002
3713.981, 0.0002, 0.0001, 0.0003
3714.056, 0.0002, 0.0000, 0.0005
3714.131, 0.0002, 0.0003, 0.0003
3714.206, 0.0002, 0.0004, 0.0001
3714.281, 0.0003, 0.0001, 0.0003
3714.356, 0.0003, 0.0003, -0.0001
3714.431, -0.0001, 0.0004, 0.0001
3714.506, 0.0002, 0.0001, 0.0003
3714.581, 0.0003, 0.0004, -0.0001
3714.656, 0.0002, 0.0004, 0.0003
3714.731, 0.0001, -0.0001, 0.0003
3714.806, 0.0003, 0.0002, 0.0001
3714.881, 0.0002, -0.0001, 0.0006
3714.956, 0.0000, -0.0001, 0.0000
3715.031, 0.0004, 0.0006, 0.0006
3715.106, -0.0000, 0.0001, 0.0006
3715.181, 0.0003, -0.0003, 0.0004
3715.256, 0.0002, 0.0000, -0.0001
3715.331, 0.0001, -0.0000, 0.0002
3715.406, -0.0000, 0.0001, 0.0001
3715.481, 0.0005, 0.0004, 0.0002
3715.556, -0.0001, 0.0003, 0.0004
3715.631, -0.0001, 0.0002, 0.0001
3715.706, -0.0002, 0.0005, 0.0007
3715.781, 0.0002, 0.0005, 0.0000
3715.856, -0.0000, 0.0003, 0.0001
3715.931, 0.0004, 0.0001, 0.0000
3716.006, 0.0002, 0.0004, 0.0001
3716.081, 0.0005, -0.0002, 0.0002
3716.156, 0.0004, 0.0004, 0.0002
3716.231, 0.0001, 0.0002, 0.0003
3716.306, 0.0004, 0.0001, 0.0003
3716.381, -0.0001, 0.0003, 0.0002
3716.456, -0.0000, 0.0001, 0.0001
3716.531, 0.0003, 0.0000, 0.0001
3716.606, -0.0000, 0.0001, 0.0000
3716.681, -0.0002, 0.0004, -0.0003
3716.756, 0.0002, 0.0003, 0.0003
3716.831, 0.0001, 0.0002, 0.0004
3716.906, -0.0001, -0.0001, 0.0002
3716.981, -0.0000, -0.0002, 0.0003
3717.056, 0.0005, 0.0000, 0.0005
3717.131, -0.0000, 0.0003, 0.0002
3717.206, 0.0001, -0.0001, 0.0001
3717.281, 0.0005, 0.0002, 0.0003
3717.356, 0.0006, -0.0000, -0.0001
3717.431, 0.0003, 0.0001, 0.0005
3717.506, 0.0003, 0.0004, 0.0002
3717.581, 0.0001, -0.0001, 0.0001
3717.656, 0.0003, -0.0002, 0.0001
3717.731, 0.0004, 0.0004, -0.0000
3717.806, -0.0001, -0.0000, 0.0002
3717.881, 0.0004, 0.0002, -0.0001
3717.956, 0.0002, 0.0001, 0.0001
3718.031, 0.0002, 0.0003, 0.0004
3718.106, -0.0002, 0.0002, 0.0002
3718.181, 0.0002, 0.0003, 0.0001
3718.256, 0.0002, 0.0001, 0.0001
3718.331, 0.0005, 0.0002, 0.0002
3718.406, 0.0006, -0.0000, 0.0004
3718.481, 0.0003, 0.0006, 0.0001
3718.556, -0.0001, 0.0000, 0.0004
3718.631, 0.0003, 0.0005, -0.0000
3718.706, 0.0002, 0.0002, -0.0000
3718.781, 0.0000, -0.0002, 0.0002
3718.856, -0.0002, -0.0001, 0.0002
3718.931, 0.0004, 0.0002, 0.0001
3719.006, -0.0000, 0.0002, 0.0002
3719.081, 0.0001, 0.0008, 0.0006
3719.156, 0.0004, 0.0003, -0.0000
3719.231, -0.0001, 0.0000, 0.0002
3719.306, 0.0004, -0.0003, 0.0002
3719.381, 0.0005, 0.0008, 0.0005
3719.456, 0.0006, 0.0003, 0.0002
3719.531, 0.0002, 0.0001, 0.0001
3719.606, 0.0004, 0.0004, 0.0003
3719.681, 0.0002, 0.0003, 0.0002
3719.756, 0.0000, 0.0002, 0.0005
3719.831, 0.0002, 0.0001, 0.0002
3719.906, 0.0004, 0.0001, -0.0000
3719.981, 0.0002, 0.0003, 0.0003
3720.056, 0.0004, 0.0003, 0.0001
3720.131, 0.0003, 0.0001, 0.0004
3720.206, 0.0004, 0.0004, 0.0006
3720.281, 0.0005, -0.0001, 0.0003
3720.356, 0.0001, 0.0001, 0.0002
3720.431, 0.0005, 0.0000, 0.0002
3720.506, 0.0004, 0.0002, 0.0001
3720.581, -0.0000, 0.0003, -0.0000
3720.656, 0.0004, 0.0003, 0.0001
3720.731, 0.0000, 0.0006, 0.0002
3720.806, 0.0002, 0.0000, 0.0005
3720.881, 0.0002, 0.0001, 0.0000
3720.956, 0.0006, 0.0004, 0.0002
3721.031, 0.0002, 0.0001, 0.0003
3721.106, -0.0001, 0.0002, -0.0002
3721.181, 0.0000, 0.0005, -0.0001
3721.256, 0.0001, 0.0000, 0.0002
3721.331, 0.0003, 0.0003, 0.0004
3721.406, 0.0003, -0.0000, -0.0001
3721.481, 0.0002, 0.0001, -0.0002
3721.556, 0.0005, 0.0001, 0.0003
3721.631, 0.0004, 0.0000, 0.0004
3721.706, 0.0002, 0.0001, 0.0002
3721.781, -0.0001, 0.0000, 0.0002
3721.856, 0.0004, 0.0002, 0.0004
3721.931, 0.0003, -0.0001, 0.0002
3722.006, 0.0003, 0.0003, 0.0002
3722.081, 0.0002, 0.0002, 0.0006
3722.156, -0.0002, -0.0001, 0.0002
3722.231, 0.0004, -0.0000, 0.0001
3722.306, 0.0000, 0.0001, 0.0002
3722.381, 0.0002, 0.0006, 0.0001
3722.456, 0.0001, -0.0001, 0.0003
3722.531, 0.0002, -0.0001, 0.0001
3722.606, -0.0002, -0.0000, -0.0003
3722.681, 0.0002, -0.0000, 0.0001
3722.756, 0.0003, 0.0003, 0.0001
3722.831, 0.0002, 0.0003, 0.0007
3722.906, 0.0003, 0.0004, -0.0001
3722.981, 0.0003, 0.0003, 0.0002
3723.056, 0.0006, 0.0003, 0.0002
3723.131, -0.0002, 0.0001, 0.0002
3723.206, 0.0001, 0.0003, 0.0002
3723.281, 0.0002, 0.0002, 0.0004
3723.356, 0.0001, 0.0002, -0.0002
3723.431, 0.0000, -0.0001, 0.0001
3723.506, 0.0002, 0.0001, 0.0003
3723.581, 0.0003, 0.0003, 0.0001
3723.656, 0.0004, 0.0004, 0.0001
3723.731, 0.0000, -0.0001, 0.0003
3723.806, 0.0003, 0.0002, -0.0001
3723.881, 0.0004, -0.0000, 0.0002
3723.956, 0.0003, 0.0002, 0.0003
3724.031, 0.0004, 0.0002, 0.0002
3724.106, 0.0002, 0.0003, 0.0004
3724.181, 0.0002, -0.0001, -0.0002
3724.256, 0.0001, 0.0001, -0.0001
3724.331, -0.0001, 0.0006, -0.0001
3724.406, 0.0001, 0.0003, 0.0005
3724.481, 0.0004, 0.0001, 0.0003
3724.556, 0.0001, -0.0001, -0.0002
3724.631, 0.0002, 0.0003, 0.0006
3724.706, 0.0005, 0.0002, 0.0004
3724.781, 0.0004, -0.0000, -0.0001
3724.856, 0.0003, 0.0003, 0.0001
3724.931, 0.0000, 0.0004, 0.0002
3725.006, 0.0004, 0.0004, 0.0003
3725.081, 0.0002, 0.0004, 0.0004
3725.156, 0.0003, -0.0002, 0.0004
3725.231, 0.0000, 0.0000, 0.0001
3725.306, -0.0001, 0.0004, 0.0002
3725.381, 0.0004, 0.0003, 0.0001
3725.456, 0.0003, 0.0003, -0.0003
3725.531, 0.0005, 0.0002, 0.0002
3725.606, 0.0002, 0.0001, 0.0001
3725.681, 0.0001, 0.0002, 0.0002
3725.756, -0.0001, 0.0003, 0.0001
3725.831, 0.0002, 0.0003, 0.0002
3725.906, 0.0002, 0.0004, 0.0005
3725.981, 0.0001, -0.0000, 0.0002
3726.056, -0.0000, -0.0000, -0.0002
3726.131, -0.0000, 0.0004, 0.0002
3726.206, -0.0000, 0.0004, 0.0005
3726.281, 0.0001, 0.0001, 0.0003
3726.356, 0.0004, 0.0001, 0.0000
3726.431, 0.0003, 0.0007, 0.0002
3726.506, 0.0003, 0.0003, -0.0001
3726.581, 0.0000, 0.0005, 0.0001
3726.656, 0.0002, 0.0001, 0.0004
3726.731, 0.0001, 0.0002, 0.0003
3726.806, 0.0003, 0.0003, 0.0003
3726.881, 0.0003, 0.0002, 0.0002
3726.956, 0.0001, -0.0000, 0.0002
3727.031, 0.0001, 0.0001, 0.0002
3727.106, 0.0003, 0.0003, -0.0001
3727.181, 0.0002, 0.0004, 0.0006
3727.256, 0.0004, -0.0003, 0.0002
3727.331, 0.0002, 0.0002, 0.0003
3727.406, -0.0002, 0.0003, 0.0002
3727.481, -0.0000, 0.0004, 0.0000
3727.556, 0.0002, 0.0006, 0.0002
3727.631, -0.0000, 0.0002, 0.0002
3727.706, 0.0005, 0.0002, -0.0001
3727.781, 0.0001, 0.0003, 0.0001
3727.856, 0.0003, 0.0002, 0.0006
3727.931, 0.0003, -0.0003, 0.0003
3728.006, 0.0002, 0.0003, 0.0002
3728.081, 0.0003, 0.0001, 0.0005
3728.156, 0.0002, 0.0001, 0.0002
3728.231, 0.0002, 0.0001, 0.0002
3728.306, 0.0003, -0.0001, 0.0003
3728.381, 0.0002, 0.0002, 0.0005
3728.456, 0.0006, 0.0003, 0.0001
3728.531, 0.0002, 0.0001, 0.0003
3728.606, 0.0004, 0.0003, 0.0002
3728.681, 0.0004, 0.0003, 0.0006
3728.756, 0.0002, -0.0000, 0.0005
3728.831, 0.0002, 0.0001, 0.0002
3728.906, 0.0001, 0.0001, 0.0003
3728.981, 0.0005, 0.0003, 0.0002
3729.056, 0.0002, 0.0001, 0.0001
3729.131, 0.0006, 0.0003, 0.0001
3729.206, 0.0003, 0.0002, 0.0003
3729.281, 0.0003, 0.0001, 0.0001
3729.356, 0.0002, 0.0001, 0.0003
3729.431, 0.0003, 0.0005, 0.0001
3729.506, 0.0002, -0.0001, 0.0002
3729.581, 0.0001, 0.0001, 0.0001
3729.656, 0.0003, 0.0001, 0.0001
3729.731, 0.0001, -0.0001, 0.0003
3729.806, 0.0004, 0.0002, 0.0002
3729.881, 0.0001, 0.0001, 0.0003
3729.956, -0.0001, 0.0002, -0.0001
3730.031, 0.0003, 0.0006, 0.0004
3730.106, -0.0001, 0.0004, 0.0001
3730.181, 0.0002, 0.0001, 0.0002
3730.256, 0.0001, 0.0004, -0.0003
3730.331, 0.0003, 0.0002, 0.0003
3730.406, 0.0002, 0.0000, 0.0004
3730.481, 0.0002, 0.0002, 0.0003
3730.556, 0.0002, 0.0004, -0.0001
3730.631, -0.0000, 0.0000, -0.0003
3730.706, 0.0000, 0.0003, 0.0002
3730.781, 0.0001, 0.0002, -0.0003
3730.856, 0.0003, 0.0001, 0.0001
